locus_tag,go_id,go_name,namespace,namespace_name,uniprot_accession,uniprot_gene_names,uniprot_protein_name
PA4742,GO:0006400,tRNA modification,BP,Biological Process,P72154,truB orp PA4742,tRNA pseudouridine synthase B (EC 5.4.99.25) (Osmoprotectant regulator of PLC) (ORP protein) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)
PA4742,GO:0031119,tRNA pseudouridine synthesis,BP,Biological Process,P72154,truB orp PA4742,tRNA pseudouridine synthase B (EC 5.4.99.25) (Osmoprotectant regulator of PLC) (ORP protein) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)
PA4742,GO:0009982,pseudouridine synthase activity,MF,Molecular Function,P72154,truB orp PA4742,tRNA pseudouridine synthase B (EC 5.4.99.25) (Osmoprotectant regulator of PLC) (ORP protein) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)
PA4742,GO:0003723,RNA binding,MF,Molecular Function,P72154,truB orp PA4742,tRNA pseudouridine synthase B (EC 5.4.99.25) (Osmoprotectant regulator of PLC) (ORP protein) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)
PA4742,GO:0160148,tRNA pseudouridine(55) synthase activity,MF,Molecular Function,P72154,truB orp PA4742,tRNA pseudouridine synthase B (EC 5.4.99.25) (Osmoprotectant regulator of PLC) (ORP protein) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)
PA0896,GO:0006527,L-arginine catabolic process,BP,Biological Process,P80357,astA aruF PA0896,Arginine N-succinyltransferase subunit alpha (ARUAI) (EC 2.3.1.109) (AOST) (AST)
PA0896,GO:0019545,L-arginine catabolic process to succinate,BP,Biological Process,P80357,astA aruF PA0896,Arginine N-succinyltransferase subunit alpha (ARUAI) (EC 2.3.1.109) (AOST) (AST)
PA0896,GO:0008791,arginine N-succinyltransferase activity,MF,Molecular Function,P80357,astA aruF PA0896,Arginine N-succinyltransferase subunit alpha (ARUAI) (EC 2.3.1.109) (AOST) (AST)
PA0896,GO:0009015,N-succinylarginine dihydrolase activity,MF,Molecular Function,P80357,astA aruF PA0896,Arginine N-succinyltransferase subunit alpha (ARUAI) (EC 2.3.1.109) (AOST) (AST)
PA0515,GO:0006355,regulation of DNA-templated transcription,BP,Biological Process,P95412,nirD PA0515,Siroheme decarboxylase NirD subunit (EC 4.1.1.111)
PA0515,GO:0003700,DNA-binding transcription factor activity,MF,Molecular Function,P95412,nirD PA0515,Siroheme decarboxylase NirD subunit (EC 4.1.1.111)
PA0515,GO:0016829,lyase activity,MF,Molecular Function,P95412,nirD PA0515,Siroheme decarboxylase NirD subunit (EC 4.1.1.111)
PA4752,GO:0001510,RNA methylation,BP,Biological Process,P95454,rlmE ftsJ rrmJ PA4752,Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)
PA4752,GO:0008650,rRNA (uridine-2'-O-)-methyltransferase activity,MF,Molecular Function,P95454,rlmE ftsJ rrmJ PA4752,Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)
PA4752,GO:0005737,cytoplasm,CC,Cellular Component,P95454,rlmE ftsJ rrmJ PA4752,Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)
PA1248,GO:0046903,secretion,BP,Biological Process,Q03027,aprF PA1248,Alkaline protease secretion protein AprF
PA1248,GO:0015562,efflux transmembrane transporter activity,MF,Molecular Function,Q03027,aprF PA1248,Alkaline protease secretion protein AprF
PA1248,GO:0015288,porin activity,MF,Molecular Function,Q03027,aprF PA1248,Alkaline protease secretion protein AprF
PA1248,GO:0009279,cell outer membrane,CC,Cellular Component,Q03027,aprF PA1248,Alkaline protease secretion protein AprF
PA1248,GO:1990281,efflux pump complex,CC,Cellular Component,Q03027,aprF PA1248,Alkaline protease secretion protein AprF
PA0517,GO:0009055,electron transfer activity,MF,Molecular Function,Q51479,nirC PA0517,Cytochrome c55X
PA0517,GO:0020037,heme binding,MF,Molecular Function,Q51479,nirC PA0517,Cytochrome c55X
PA0517,GO:0046872,metal ion binding,MF,Molecular Function,Q51479,nirC PA0517,Cytochrome c55X
PA0517,GO:0042597,periplasmic space,CC,Cellular Component,Q51479,nirC PA0517,Cytochrome c55X
PA4231,GO:0042864,pyochelin biosynthetic process,BP,Biological Process,Q51508,pchA PA4231,Salicylate biosynthesis isochorismate synthase (EC 5.4.4.2) (Isochorismate mutase)
PA4231,GO:0009697,salicylic acid biosynthetic process,BP,Biological Process,Q51508,pchA PA4231,Salicylate biosynthesis isochorismate synthase (EC 5.4.4.2) (Isochorismate mutase)
PA4231,GO:0008909,isochorismate synthase activity,MF,Molecular Function,Q51508,pchA PA4231,Salicylate biosynthesis isochorismate synthase (EC 5.4.4.2) (Isochorismate mutase)
PA3227,GO:0006457,protein folding,BP,Biological Process,Q59641,ppiA cypH PA3227,Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Rotamase A)
PA3227,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,MF,Molecular Function,Q59641,ppiA cypH PA3227,Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Rotamase A)
PA3227,GO:0030288,outer membrane-bounded periplasmic space,CC,Cellular Component,Q59641,ppiA cypH PA3227,Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Rotamase A)
PA5549,GO:0046349,amino sugar biosynthetic process,BP,Biological Process,Q9HT25,glmS PA5549,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)
PA5549,GO:0005975,carbohydrate metabolic process,BP,Biological Process,Q9HT25,glmS PA5549,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)
PA5549,GO:0006002,fructose 6-phosphate metabolic process,BP,Biological Process,Q9HT25,glmS PA5549,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)
PA5549,GO:0006487,protein N-linked glycosylation,BP,Biological Process,Q9HT25,glmS PA5549,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)
PA5549,GO:0006047,UDP-N-acetylglucosamine metabolic process,BP,Biological Process,Q9HT25,glmS PA5549,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)
PA5549,GO:0097367,carbohydrate derivative binding,MF,Molecular Function,Q9HT25,glmS PA5549,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)
PA5549,GO:0004360,glutamine-fructose-6-phosphate transaminase (isomerizing) activity,MF,Molecular Function,Q9HT25,glmS PA5549,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)
PA5549,GO:0005829,cytosol,CC,Cellular Component,Q9HT25,glmS PA5549,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)
PA5493,GO:0006261,DNA-templated DNA replication,BP,Biological Process,Q9HT80,polA PA5493,DNA polymerase I (POL I) (EC 2.7.7.7)
PA5493,GO:0006302,double-strand break repair,BP,Biological Process,Q9HT80,polA PA5493,DNA polymerase I (POL I) (EC 2.7.7.7)
PA5493,GO:0008408,3'-5' exonuclease activity,MF,Molecular Function,Q9HT80,polA PA5493,DNA polymerase I (POL I) (EC 2.7.7.7)
PA5493,GO:0008409,5'-3' exonuclease activity,MF,Molecular Function,Q9HT80,polA PA5493,DNA polymerase I (POL I) (EC 2.7.7.7)
PA5493,GO:0003677,DNA binding,MF,Molecular Function,Q9HT80,polA PA5493,DNA polymerase I (POL I) (EC 2.7.7.7)
PA5493,GO:0003887,DNA-directed DNA polymerase activity,MF,Molecular Function,Q9HT80,polA PA5493,DNA polymerase I (POL I) (EC 2.7.7.7)
PA5394,GO:0032049,cardiolipin biosynthetic process,BP,Biological Process,Q9HTH0,clsA cls PA5394,Cardiolipin synthase A (CL synthase) (EC 2.7.8.-)
PA5394,GO:0008808,cardiolipin synthase activity,MF,Molecular Function,Q9HTH0,clsA cls PA5394,Cardiolipin synthase A (CL synthase) (EC 2.7.8.-)
PA5394,GO:0016020,membrane,CC,Cellular Component,Q9HTH0,clsA cls PA5394,Cardiolipin synthase A (CL synthase) (EC 2.7.8.-)
PA5394,GO:0005886,plasma membrane,CC,Cellular Component,Q9HTH0,clsA cls PA5394,Cardiolipin synthase A (CL synthase) (EC 2.7.8.-)
PA5337,GO:0006352,DNA-templated transcription initiation,BP,Biological Process,Q9HTM1,rpoZ PA5337,DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)
PA5337,GO:0001000,bacterial-type RNA polymerase core enzyme binding,MF,Molecular Function,Q9HTM1,rpoZ PA5337,DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)
PA5337,GO:0003677,DNA binding,MF,Molecular Function,Q9HTM1,rpoZ PA5337,DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)
PA5337,GO:0003899,DNA-directed RNA polymerase activity,MF,Molecular Function,Q9HTM1,rpoZ PA5337,DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)
PA5337,GO:0000345,cytosolic DNA-directed RNA polymerase complex,CC,Cellular Component,Q9HTM1,rpoZ PA5337,DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)
PA5237,GO:0006744,ubiquinone biosynthetic process,BP,Biological Process,Q9HTV3,ubiD PA5237,3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)
PA5237,GO:0008694,4-hydroxy-3-polyprenylbenzoate decarboxylase activity,MF,Molecular Function,Q9HTV3,ubiD PA5237,3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)
PA5237,GO:0046872,metal ion binding,MF,Molecular Function,Q9HTV3,ubiD PA5237,3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)
PA5237,GO:0005737,cytoplasm,CC,Cellular Component,Q9HTV3,ubiD PA5237,3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)
PA5237,GO:0005829,cytosol,CC,Cellular Component,Q9HTV3,ubiD PA5237,3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)
PA5237,GO:0005886,plasma membrane,CC,Cellular Component,Q9HTV3,ubiD PA5237,3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)
PA5142,GO:0000105,L-histidine biosynthetic process,BP,Biological Process,Q9HU42,hisH1 PA5142,Imidazole glycerol phosphate synthase subunit HisH 1 (EC 4.3.2.10) (IGP synthase glutaminase subunit 1) (EC 3.5.1.2) (IGP synthase subunit HisH 1) (ImGP synthase subunit HisH 1) (IGPS subunit HisH 1)
PA5142,GO:0004359,glutaminase activity,MF,Molecular Function,Q9HU42,hisH1 PA5142,Imidazole glycerol phosphate synthase subunit HisH 1 (EC 4.3.2.10) (IGP synthase glutaminase subunit 1) (EC 3.5.1.2) (IGP synthase subunit HisH 1) (ImGP synthase subunit HisH 1) (IGPS subunit HisH 1)
PA5142,GO:0000107,imidazoleglycerol-phosphate synthase activity,MF,Molecular Function,Q9HU42,hisH1 PA5142,Imidazole glycerol phosphate synthase subunit HisH 1 (EC 4.3.2.10) (IGP synthase glutaminase subunit 1) (EC 3.5.1.2) (IGP synthase subunit HisH 1) (ImGP synthase subunit HisH 1) (IGPS subunit HisH 1)
PA5142,GO:0016829,lyase activity,MF,Molecular Function,Q9HU42,hisH1 PA5142,Imidazole glycerol phosphate synthase subunit HisH 1 (EC 4.3.2.10) (IGP synthase glutaminase subunit 1) (EC 3.5.1.2) (IGP synthase subunit HisH 1) (ImGP synthase subunit HisH 1) (IGPS subunit HisH 1)
PA5142,GO:0009382,imidazoleglycerol-phosphate synthase complex,CC,Cellular Component,Q9HU42,hisH1 PA5142,Imidazole glycerol phosphate synthase subunit HisH 1 (EC 4.3.2.10) (IGP synthase glutaminase subunit 1) (EC 3.5.1.2) (IGP synthase subunit HisH 1) (ImGP synthase subunit HisH 1) (IGPS subunit HisH 1)
PA5119,GO:0006542,glutamine biosynthetic process,BP,Biological Process,Q9HU65,glnA PA5119,Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)
PA5119,GO:0019740,nitrogen utilization,BP,Biological Process,Q9HU65,glnA PA5119,Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)
PA5119,GO:0005524,ATP binding,MF,Molecular Function,Q9HU65,glnA PA5119,Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)
PA5119,GO:0004356,glutamine synthetase activity,MF,Molecular Function,Q9HU65,glnA PA5119,Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)
PA5119,GO:0046872,metal ion binding,MF,Molecular Function,Q9HU65,glnA PA5119,Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)
PA5119,GO:0005737,cytoplasm,CC,Cellular Component,Q9HU65,glnA PA5119,Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)
PA5119,GO:0016020,membrane,CC,Cellular Component,Q9HU65,glnA PA5119,Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)
PA5110,GO:0006094,gluconeogenesis,BP,Biological Process,Q9HU73,fbp PA5110,"Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)"
PA5110,GO:0042132,"fructose 1,6-bisphosphate 1-phosphatase activity",MF,Molecular Function,Q9HU73,fbp PA5110,"Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)"
PA5110,GO:0000287,magnesium ion binding,MF,Molecular Function,Q9HU73,fbp PA5110,"Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)"
PA5110,GO:0005737,cytoplasm,CC,Cellular Component,Q9HU73,fbp PA5110,"Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)"
PA5110,GO:0005829,cytosol,CC,Cellular Component,Q9HU73,fbp PA5110,"Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)"
PA5053,GO:0051603,proteolysis involved in protein catabolic process,BP,Biological Process,Q9HUC6,hslV PA5053,ATP-dependent protease subunit HslV (EC 3.4.25.2)
PA5053,GO:0046872,metal ion binding,MF,Molecular Function,Q9HUC6,hslV PA5053,ATP-dependent protease subunit HslV (EC 3.4.25.2)
PA5053,GO:0004298,threonine-type endopeptidase activity,MF,Molecular Function,Q9HUC6,hslV PA5053,ATP-dependent protease subunit HslV (EC 3.4.25.2)
PA5053,GO:0005737,cytoplasm,CC,Cellular Component,Q9HUC6,hslV PA5053,ATP-dependent protease subunit HslV (EC 3.4.25.2)
PA5053,GO:0009376,HslUV protease complex,CC,Cellular Component,Q9HUC6,hslV PA5053,ATP-dependent protease subunit HslV (EC 3.4.25.2)
PA5053,GO:0005839,proteasome core complex,CC,Cellular Component,Q9HUC6,hslV PA5053,ATP-dependent protease subunit HslV (EC 3.4.25.2)
PA4945,GO:0006400,tRNA modification,BP,Biological Process,Q9HUL9,miaA PA4945,tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)
PA4945,GO:0005524,ATP binding,MF,Molecular Function,Q9HUL9,miaA PA4945,tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)
PA4945,GO:0052381,tRNA dimethylallyltransferase activity,MF,Molecular Function,Q9HUL9,miaA PA4945,tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)
PA4901,GO:0019596,mandelate catabolic process,BP,Biological Process,Q9HUR2,mdlC PA4901,Benzoylformate decarboxylase (BFD) (BFDC) (EC 4.1.1.7)
PA4901,GO:0003984,acetolactate synthase activity,MF,Molecular Function,Q9HUR2,mdlC PA4901,Benzoylformate decarboxylase (BFD) (BFDC) (EC 4.1.1.7)
PA4901,GO:0050695,benzoylformate decarboxylase activity,MF,Molecular Function,Q9HUR2,mdlC PA4901,Benzoylformate decarboxylase (BFD) (BFDC) (EC 4.1.1.7)
PA4901,GO:0050660,flavin adenine dinucleotide binding,MF,Molecular Function,Q9HUR2,mdlC PA4901,Benzoylformate decarboxylase (BFD) (BFDC) (EC 4.1.1.7)
PA4901,GO:0000287,magnesium ion binding,MF,Molecular Function,Q9HUR2,mdlC PA4901,Benzoylformate decarboxylase (BFD) (BFDC) (EC 4.1.1.7)
PA4901,GO:0030976,thiamine pyrophosphate binding,MF,Molecular Function,Q9HUR2,mdlC PA4901,Benzoylformate decarboxylase (BFD) (BFDC) (EC 4.1.1.7)
PA4866,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",MF,Molecular Function,Q9HUU7,pitA PA4866,L-methionine sulfoximine/L-methionine sulfone acetyltransferase (EC 2.3.1.-) (Methionine derivative detoxifier A) (MDDA)
PA4744,GO:0006413,translational initiation,BP,Biological Process,Q9HV55,infB PA4744,Translation initiation factor IF-2
PA4744,GO:0005525,GTP binding,MF,Molecular Function,Q9HV55,infB PA4744,Translation initiation factor IF-2
PA4744,GO:0003924,GTPase activity,MF,Molecular Function,Q9HV55,infB PA4744,Translation initiation factor IF-2
PA4744,GO:0003743,translation initiation factor activity,MF,Molecular Function,Q9HV55,infB PA4744,Translation initiation factor IF-2
PA4744,GO:0005737,cytoplasm,CC,Cellular Component,Q9HV55,infB PA4744,Translation initiation factor IF-2
PA4744,GO:0005829,cytosol,CC,Cellular Component,Q9HV55,infB PA4744,Translation initiation factor IF-2
PA4720,GO:0030488,tRNA methylation,BP,Biological Process,Q9HV78,trmA PA4720,tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)
PA4720,GO:0019843,rRNA binding,MF,Molecular Function,Q9HV78,trmA PA4720,tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)
PA4720,GO:0030697,"tRNA (uracil(54)-C5)-methyltransferase activity, S-adenosyl methionine-dependent",MF,Molecular Function,Q9HV78,trmA PA4720,tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)
PA4720,GO:0000049,tRNA binding,MF,Molecular Function,Q9HV78,trmA PA4720,tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)
PA4720,GO:0005829,cytosol,CC,Cellular Component,Q9HV78,trmA PA4720,tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)
PA4655,GO:0006783,heme biosynthetic process,BP,Biological Process,Q9HVD7,hemH PA4655,Ferrochelatase (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)
PA4655,GO:0004325,ferrochelatase activity,MF,Molecular Function,Q9HVD7,hemH PA4655,Ferrochelatase (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)
PA4655,GO:0046872,metal ion binding,MF,Molecular Function,Q9HVD7,hemH PA4655,Ferrochelatase (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)
PA4655,GO:0005737,cytoplasm,CC,Cellular Component,Q9HVD7,hemH PA4655,Ferrochelatase (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)
PA4627,GO:0070475,rRNA base methylation,BP,Biological Process,Q9HVG4,rsmC PA4627,Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)
PA4627,GO:0052914,16S rRNA (guanine(1207)-N(2))-methyltransferase activity,MF,Molecular Function,Q9HVG4,rsmC PA4627,Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)
PA4627,GO:0003676,nucleic acid binding,MF,Molecular Function,Q9HVG4,rsmC PA4627,Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)
PA4627,GO:0008990,rRNA (guanine-N2-)-methyltransferase activity,MF,Molecular Function,Q9HVG4,rsmC PA4627,Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)
PA4627,GO:0005737,cytoplasm,CC,Cellular Component,Q9HVG4,rsmC PA4627,Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)
PA4602,GO:0019264,glycine biosynthetic process from L-serine,BP,Biological Process,Q9HVI7,glyA3 PA4602,Serine hydroxymethyltransferase 3 (SHMT 3) (Serine methylase 3) (EC 2.1.2.1)
PA4602,GO:0035999,tetrahydrofolate interconversion,BP,Biological Process,Q9HVI7,glyA3 PA4602,Serine hydroxymethyltransferase 3 (SHMT 3) (Serine methylase 3) (EC 2.1.2.1)
PA4602,GO:0046653,tetrahydrofolate metabolic process,BP,Biological Process,Q9HVI7,glyA3 PA4602,Serine hydroxymethyltransferase 3 (SHMT 3) (Serine methylase 3) (EC 2.1.2.1)
PA4602,GO:0004372,glycine hydroxymethyltransferase activity,MF,Molecular Function,Q9HVI7,glyA3 PA4602,Serine hydroxymethyltransferase 3 (SHMT 3) (Serine methylase 3) (EC 2.1.2.1)
PA4602,GO:0030170,pyridoxal phosphate binding,MF,Molecular Function,Q9HVI7,glyA3 PA4602,Serine hydroxymethyltransferase 3 (SHMT 3) (Serine methylase 3) (EC 2.1.2.1)
PA4602,GO:0005829,cytosol,CC,Cellular Component,Q9HVI7,glyA3 PA4602,Serine hydroxymethyltransferase 3 (SHMT 3) (Serine methylase 3) (EC 2.1.2.1)
PA4565,GO:0055129,L-proline biosynthetic process,BP,Biological Process,Q9HVL9,proB PA4565,Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)
PA4565,GO:0005524,ATP binding,MF,Molecular Function,Q9HVL9,proB PA4565,Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)
PA4565,GO:0004349,glutamate 5-kinase activity,MF,Molecular Function,Q9HVL9,proB PA4565,Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)
PA4565,GO:0003723,RNA binding,MF,Molecular Function,Q9HVL9,proB PA4565,Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)
PA4565,GO:0005829,cytosol,CC,Cellular Component,Q9HVL9,proB PA4565,Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)
PA4563,GO:0006412,translation,BP,Biological Process,Q9HVM1,rpsT PA4563,Small ribosomal subunit protein bS20 (30S ribosomal protein S20)
PA4563,GO:0070181,small ribosomal subunit rRNA binding,MF,Molecular Function,Q9HVM1,rpsT PA4563,Small ribosomal subunit protein bS20 (30S ribosomal protein S20)
PA4563,GO:0003735,structural constituent of ribosome,MF,Molecular Function,Q9HVM1,rpsT PA4563,Small ribosomal subunit protein bS20 (30S ribosomal protein S20)
PA4563,GO:0005829,cytosol,CC,Cellular Component,Q9HVM1,rpsT PA4563,Small ribosomal subunit protein bS20 (30S ribosomal protein S20)
